year,month,day,type,magnitude,umbral_magnitude,penumbral_magnitude,cat_num
2248,10,3,Nb,0.0611,-0.9836,0.0611,10236
2249,2,28,P,0.8685,0.8685,1.8362,10237
2249,8,24,P,0.799,0.799,1.8728,10238
2250,2,17,T-,1.6326,1.6326,2.6094,10239
2250,8,13,T+,1.452,1.452,2.4907,10240
2251,2,7,P,0.2862,0.2862,1.3117,10241
2251,8,2,P,0.1145,0.1145,1.0971,10242
2251,12,28,N,0.3163,-0.7853,0.3163,10243
2252,6,22,P,0.3286,0.3286,1.2697,10244
2252,12,16,P,0.4522,0.4522,1.5468,10245
2253,6,12,T-,1.652,1.652,2.6195,10246
2253,12,5,T+,1.7974,1.7974,2.841,10247
2254,6,2,P,0.6231,0.6231,1.6452,10248
2254,11,25,P,0.6353,0.6353,1.6231,10249
2255,4,22,N,0.2717,-0.8116,0.2717,10250
2255,5,22,N,0.2082,-0.8604,0.2082,10251
2255,10,16,N,0.4621,-0.5021,0.4621,10252
2255,11,15,N,0.4213,-0.5429,0.4213,10253
2256,4,10,P,0.5606,0.5606,1.6221,10254
2256,10,5,P,0.7064,0.7064,1.7108,10255
2257,3,30,T+,1.7272,1.7272,2.7368,10256
2257,9,24,T-,1.6239,1.6239,2.6802,10257
2258,3,20,P,0.4676,0.4676,1.4358,10258
2258,9,13,P,0.2362,0.2362,1.3159,10259
2259,2,8,N,0.5917,-0.3971,0.5917,10260
2259,3,10,N,0.2131,-0.7537,0.2131,10261
2259,8,4,N,0.6707,-0.3516,0.6707,10262
2259,9,2,Nb,0.0099,-1.0435,0.0099,10263
2260,1,29,P,0.7589,0.7589,1.8028,10264
2260,7,23,T,1.1642,1.1642,2.1322,10265
2261,1,17,T+,1.6208,1.6208,2.7157,10266
2261,7,13,T,1.2235,1.2235,2.1643,10267
2262,1,6,P,0.3702,0.3702,1.4725,10268
2262,6,3,N,0.1784,-0.8039,0.1784,10269
2262,7,2,N,0.8015,-0.1556,0.8015,10270
2262,11,26,N,0.2415,-0.7833,0.2415,10271
2262,12,26,N,0.2778,-0.7821,0.2778,10272
2263,5,23,P,0.4499,0.4499,1.4891,10273
2263,11,16,P,0.6027,0.6027,1.5778,10274
2264,5,12,T+,1.7979,1.7979,2.8742,10275
2264,11,4,T-,1.8685,1.8685,2.833,10276
2265,5,1,P,0.4934,0.4934,1.5587,10277
2265,10,25,P,0.548,0.548,1.5454,10278
2266,3,21,N,0.4799,-0.5167,0.4799,10279
2266,4,20,N,0.2677,-0.7494,0.2677,10280
2266,9,15,N,0.4086,-0.6573,0.4086,10281
2266,10,14,N,0.1369,-0.9139,0.1369,10282
2267,3,11,P,0.8336,0.8336,1.7981,10283
2267,9,4,P,0.6605,0.6605,1.736,10284
2268,2,29,T-,1.6602,1.6602,2.6365,10285
2268,8,23,T+,1.5915,1.5915,2.629,10286
2269,2,17,P,0.3023,0.3023,1.3289,10287
2269,8,12,P,0.2517,0.2517,1.2324,10288
2270,1,8,N,0.2999,-0.8031,0.2999,10289
2270,7,4,P,0.1965,0.1965,1.1374,10290
2270,12,28,P,0.4364,0.4364,1.5304,10291
2271,6,23,T-,1.5166,1.5166,2.4858,10292
2271,12,17,T+,1.7815,1.7815,2.8236,10293
2272,6,12,P,0.7565,0.7565,1.7804,10294
2272,12,5,P,0.6596,0.6596,1.647,10295
2273,5,2,N,0.1598,-0.9205,0.1598,10296
2273,6,1,N,0.3413,-0.7267,0.3413,10297
2273,10,26,N,0.4037,-0.5647,0.4037,10298
2273,11,25,N,0.452,-0.5144,0.452,10299
2274,4,21,P,0.4723,0.4723,1.528,10300
2274,10,16,P,0.6264,0.6264,1.6369,10301
2275,4,11,T+,1.8043,1.8043,2.8077,10302
2275,10,5,T-,1.7172,1.7172,2.7794,10303
2276,3,30,P,0.5301,0.5301,1.4941,10304
2276,9,23,P,0.3482,0.3482,1.4311,10305
2277,2,19,N,0.5662,-0.4229,0.5662,10306
2277,3,20,N,0.2543,-0.7109,0.2543,10307
2277,8,14,N,0.5419,-0.4785,0.5419,10308
2277,9,12,N,0.1328,-0.9207,0.1328,10309
2278,2,8,P,0.7409,0.7409,1.7864,10310
2278,8,3,T,1.0322,1.0322,1.9983,10311
2279,1,28,T+,1.6355,1.6355,2.7312,10312
2279,7,24,T,1.3593,1.3593,2.3002,10313
2280,1,17,P,0.386,0.386,1.4871,10314
2280,6,13,Ne,0.042,-0.942,0.042,10315
2280,7,13,N,0.9334,-0.0259,0.9334,10316
2280,12,7,N,0.2273,-0.7964,0.2273,10317
2281,1,5,N,0.2931,-0.7644,0.2931,10318
2281,6,3,P,0.311,0.311,1.3513,10319
2281,11,26,P,0.5737,0.5737,1.5494,10320
2282,5,23,T+,1.664,1.664,2.7385,10321
2282,11,16,T-,1.8261,1.8261,2.7939,10322
2283,5,12,P,0.6177,0.6177,1.6779,10323
2283,11,5,P,0.5945,0.5945,1.5976,10324
2284,4,1,N,0.4227,-0.5682,0.4227,10325
2284,4,30,N,0.3677,-0.6431,0.3677,10326
2284,9,25,N,0.2994,-0.7716,0.2994,10327
2284,10,25,N,0.2016,-0.8553,0.2016,10328
2285,3,21,P,0.7847,0.7847,1.7459,10329
2285,9,14,P,0.5357,0.5357,1.6132,10330
2286,3,11,T-,1.6996,1.6996,2.6753,10331
2286,9,3,T+,1.7209,1.7209,2.7576,10332
2287,3,1,P,0.3278,0.3278,1.3553,10333
2287,8,24,P,0.3829,0.3829,1.3624,10334
2288,1,19,N,0.2832,-0.8203,0.2832,10335
2288,7,14,P,0.0604,0.0604,1.0018,10336
2288,8,12,Nb,0.0875,-0.8572,0.0875,10337
2289,1,7,P,0.4263,0.4263,1.5188,10338
2289,7,4,T-,1.376,1.376,2.3477,10339
2289,12,27,T+,1.7713,1.7713,2.8113,10340
2290,6,23,P,0.8959,0.8959,1.9221,10341
2290,12,17,P,0.6768,0.6768,1.6636,10342
2291,5,14,Ne,0.0379,-1.0391,0.0379,10343
2291,6,12,N,0.4841,-0.5835,0.4841,10344
2291,11,7,N,0.3553,-0.6174,0.3553,10345
2291,12,6,N,0.4735,-0.4951,0.4735,10346
2292,5,2,P,0.3735,0.3735,1.4233,10347
2292,10,26,P,0.5577,0.5577,1.5743,10348
2293,4,21,T-,1.8264,1.8264,2.8237,10349
2293,10,16,T-,1.7979,1.7979,2.8658,10350
2294,4,11,P,0.6014,0.6014,1.5613,10351
2294,10,5,P,0.4498,0.4498,1.5356,10352
2295,3,2,N,0.5329,-0.4564,0.5329,10353
2295,3,31,N,0.3044,-0.6593,0.3044,10354
2295,8,25,N,0.4218,-0.5971,0.4218,10355
2295,9,24,N,0.245,-0.8086,0.245,10356
2296,2,19,P,0.7135,0.7135,1.76,10357
2296,8,14,P,0.906,0.906,1.871,10358
2297,2,8,T+,1.6578,1.6578,2.7535,10359
2297,8,3,T-,1.4901,1.4901,2.4317,10360
2298,1,27,P,0.407,0.407,1.506,10361
2298,7,24,P,0.1017,0.1017,1.0639,10362
2298,12,18,N,0.2196,-0.8025,0.2196,10363
2299,1,17,N,0.3077,-0.7467,0.3077,10364
2299,6,14,P,0.1618,0.1618,1.2036,10365
2299,12,8,P,0.5547,0.5547,1.5307,10366
2300,6,3,T+,1.5183,1.5183,2.5911,10367
2300,11,27,T-,1.795,1.795,2.766,10368
2301,5,23,P,0.7536,0.7536,1.8089,10369
2301,11,17,P,0.6283,0.6283,1.6368,10370
2302,4,13,N,0.3552,-0.63,0.3552,10371
2302,5,12,N,0.4776,-0.5273,0.4776,10372
2302,10,7,N,0.2007,-0.8754,0.2007,10373
2302,11,6,N,0.256,-0.8068,0.256,10374
2303,4,3,P,0.7273,0.7273,1.6851,10375
2303,9,26,P,0.4212,0.4212,1.5007,10376
2304,3,22,T-,1.7491,1.7491,2.724,10377
2304,9,15,T+,1.8394,1.8394,2.8756,10378
2305,3,12,P,0.3629,0.3629,1.3909,10379
2305,9,4,P,0.5042,0.5042,1.4828,10380
2306,1,30,N,0.2627,-0.8406,0.2627,10381
2306,3,1,N,0.0238,-1.0597,0.0238,10382
2306,7,26,N,0.8701,-0.0725,0.8701,10383
2306,8,25,N,0.2071,-0.7385,0.2071,10384
2307,1,19,P,0.4156,0.4156,1.506,10385
2307,7,16,T,1.2329,1.2329,2.2075,10386
2308,1,8,T+,1.7637,1.7637,2.801,10387
2308,7,4,T,1.0404,1.0404,2.0694,10388
2308,12,28,P,0.6906,0.6906,1.6763,10389
2309,6,24,N,0.6337,-0.434,0.6337,10390
2309,11,18,N,0.3174,-0.6594,0.3174,10391
2309,12,18,N,0.4888,-0.4815,0.4888,10392
2310,5,14,P,0.2643,0.2643,1.3085,10393
2310,11,8,P,0.5001,0.5001,1.5227,10394
2311,5,3,T-,1.7326,1.7326,2.7241,10395
2311,10,28,T+,1.7773,1.7773,2.8509,10396
2312,4,22,P,0.6873,0.6873,1.6433,10397
2312,10,16,P,0.5368,0.5368,1.6257,10398
2313,3,13,N,0.489,-0.5001,0.489,10399
2313,4,12,N,0.3667,-0.5956,0.3667,10400
2313,9,5,N,0.3118,-0.7061,0.3118,10401
2313,10,5,N,0.3451,-0.7088,0.3451,10402
2314,3,3,P,0.6784,0.6784,1.7256,10403
2314,8,26,P,0.7866,0.7866,1.7508,10404
2315,2,20,T+,1.6853,1.6853,2.7804,10405
2315,8,16,T-,1.6185,1.6185,2.5616,10406
2316,2,9,P,0.4299,0.4299,1.526,10407
2316,8,4,P,0.2273,0.2273,1.193,10408
2316,12,29,N,0.2162,-0.8039,0.2162,10409
2317,1,28,N,0.3233,-0.7273,0.3233,10410
2317,6,25,P,0.0097,0.0097,1.0533,10411
2317,12,19,P,0.5419,0.5419,1.518,10412
2318,6,14,T+,1.3681,1.3681,2.4395,10413
2318,12,9,T-,1.7707,1.7707,2.7445,10414
2319,6,3,P,0.8953,0.8953,1.9459,10415
2319,11,28,P,0.6533,0.6533,1.667,10416
2320,4,23,N,0.2749,-0.7048,0.2749,10417
2320,5,23,N,0.5984,-0.4008,0.5984,10418
2320,10,18,N,0.1166,-0.9645,0.1166,10419
2320,11,16,N,0.2982,-0.7701,0.2982,10420
2321,4,13,P,0.6562,0.6562,1.6109,10421
2321,10,7,P,0.3218,0.3218,1.4033,10422
2322,4,3,T-,1.8116,1.8116,2.7857,10423
2322,9,26,T-,1.736,1.736,2.7718,10424
2323,3,23,P,0.411,0.411,1.4392,10425
2323,9,15,P,0.6167,0.6167,1.5951,10426
2324,2,11,N,0.2377,-0.8646,0.2377,10427
2324,3,11,N,0.0645,-1.0182,0.0645,10428
2324,8,6,N,0.7395,-0.205,0.7395,10429
2324,9,4,N,0.3205,-0.6266,0.3205,10430
2325,1,30,P,0.4033,0.4033,1.4906,10431
2325,7,26,T,1.0898,1.0898,2.0679,10432
2326,1,19,T+,1.7577,1.7577,2.7918,10433
2326,7,16,T,1.1878,1.1878,2.22,10434
2327,1,8,P,0.7008,0.7008,1.6851,10435
2327,7,5,N,0.7888,-0.2792,0.7888,10436
2327,11,30,N,0.2887,-0.692,0.2887,10437
2327,12,29,N,0.4978,-0.4739,0.4978,10438
2328,5,24,P,0.146,0.146,1.1848,10439
2328,11,18,P,0.4541,0.4541,1.4824,10440
2329,5,14,T-,1.6303,1.6303,2.6162,10441
2329,11,7,T+,1.7146,1.7146,2.7935,10442
2330,5,3,P,0.781,0.781,1.7334,10443
2330,10,27,P,0.6121,0.6121,1.7038,10444
2331,3,25,N,0.4341,-0.5548,0.4341,10445
2331,4,23,N,0.4401,-0.5211,0.4401,10446
2331,9,17,N,0.2123,-0.8048,0.2123,10447
2331,10,16,N,0.4329,-0.6213,0.4329,10448
2332,3,13,P,0.6313,0.6313,1.6788,10449
2332,9,5,P,0.6771,0.6771,1.6412,10450
2333,3,2,T+,1.7259,1.7259,2.8198,10451
2333,8,26,T-,1.7372,1.7372,2.6822,10452
2334,2,19,P,0.4612,0.4612,1.5538,10453
2334,8,16,P,0.3493,0.3493,1.319,10454
2335,1,10,N,0.2147,-0.8029,0.2147,10455
2335,2,8,N,0.3429,-0.7034,0.3429,10456
2335,7,7,N,0.8983,-0.1476,0.8983,10457
2335,12,30,P,0.5345,0.5345,1.5101,10458
2336,6,25,T,1.209,1.209,2.2794,10459
2336,12,19,T-,1.7552,1.7552,2.7315,10460
2337,6,14,T,1.0448,1.0448,2.0911,10461
2337,12,8,P,0.6702,0.6702,1.6887,10462
2338,5,5,N,0.186,-0.7884,0.186,10463
2338,6,3,N,0.7259,-0.268,0.7259,10464
2338,10,29,N,0.0446,-1.0414,0.0446,10465
2338,11,28,N,0.3305,-0.7428,0.3305,10466
2339,4,24,P,0.5746,0.5746,1.5262,10467
2339,10,18,P,0.2339,0.2339,1.3175,10468
2340,4,13,T+,1.8576,1.8576,2.831,10469
2340,10,6,T-,1.6431,1.6431,2.6788,10470
2341,4,3,P,0.4713,0.4713,1.4997,10471
2341,9,26,P,0.7172,0.7172,1.6955,10472
2342,2,21,N,0.2049,-0.8958,0.2049,10473
2342,3,23,N,0.1161,-0.9654,0.1161,10474
2342,8,17,N,0.614,-0.3328,0.614,10475
2342,9,15,N,0.4261,-0.5229,0.4261,10476
2343,2,10,P,0.386,0.386,1.4698,10477
2343,8,7,P,0.9484,0.9484,1.9307,10478
2344,1,30,T+,1.7479,1.7479,2.7782,10479
2344,7,26,T,1.3351,1.3351,2.3711,10480
2345,1,19,P,0.7125,0.7125,1.6948,10481
2345,7,15,N,0.9453,-0.1235,0.9453,10482
2345,12,10,N,0.2658,-0.7184,0.2658,10483
2346,1,8,N,0.5059,-0.4667,0.5059,10484
2346,6,5,P,0.0209,0.0209,1.0545,10485
2346,11,29,P,0.418,0.418,1.4517,10486
2347,5,25,T-,1.5159,1.5159,2.4966,10487
2347,11,19,T+,1.6651,1.6651,2.7489,10488
2348,5,14,P,0.8878,0.8878,1.8368,10489
2348,11,7,P,0.6733,0.6733,1.7674,10490
2349,4,4,N,0.3665,-0.6222,0.3665,10491
2349,5,3,N,0.5254,-0.4348,0.5254,10492
2349,9,27,N,0.1259,-0.8907,0.1259,10493
2349,10,27,N,0.5069,-0.5476,0.5069,10494
2350,3,24,P,0.5747,0.5747,1.6222,10495
2350,9,17,P,0.5752,0.5752,1.5396,10496
2351,3,14,T+,1.7744,1.7744,2.8665,10497
2351,9,6,T-,1.8495,1.8495,2.7969,10498
2352,3,1,P,0.5013,0.5013,1.5898,10499
2352,8,26,P,0.4651,0.4651,1.4394,10500
2353,1,20,N,0.2132,-0.8012,0.2132,10501
2353,2,19,N,0.3676,-0.6738,0.3676,10502
2353,7,17,N,0.7444,-0.3043,0.7444,10503
2354,1,10,P,0.5271,0.5271,1.502,10504
2354,7,6,T,1.0501,1.0501,2.1198,10505
2354,12,30,T-,1.743,1.743,2.7214,10506
2355,6,25,T,1.1986,1.1986,2.2409,10507
2355,12,20,P,0.6805,0.6805,1.7033,10508
2356,5,15,N,0.0871,-0.8824,0.0871,10509
2356,6,13,N,0.8601,-0.1291,0.8601,10510
2356,12,8,N,0.3546,-0.7232,0.3546,10511
2357,5,5,P,0.4802,0.4802,1.4292,10512
2357,10,28,P,0.1625,0.1625,1.2478,10513
2358,4,24,T+,1.772,1.772,2.7449,10514
2358,10,18,T-,1.5634,1.5634,2.599,10515
2359,4,14,P,0.5452,0.5452,1.5737,10516
2359,10,7,P,0.8059,0.8059,1.7845,10517
2360,3,3,N,0.1618,-0.9366,0.1618,10518
2360,4,2,N,0.1831,-0.897,0.1831,10519
2360,8,27,N,0.4947,-0.4551,0.4947,10520
2360,9,26,N,0.5211,-0.4303,0.5211,10521
2361,2,20,P,0.3633,0.3633,1.4428,10522
2361,8,17,P,0.8112,0.8112,1.7981,10523
2362,2,10,T+,1.7352,1.7352,2.7611,10524
2362,8,6,T+,1.4807,1.4807,2.5207,10525
2363,1,30,P,0.7245,0.7245,1.7045,10526
2363,7,26,P,0.0346,0.0346,1.1044,10527
2363,12,21,N,0.2498,-0.7376,0.2498,10528
2364,1,20,N,0.5114,-0.4618,0.5114,10529
2364,6,15,N,0.9192,-0.1097,0.9192,10530
2364,12,10,P,0.3895,0.3895,1.4281,10531
2365,6,4,T-,1.3963,1.3963,2.3722,10532
2365,11,29,T+,1.6251,1.6251,2.7133,10533
2366,5,25,T,1.0007,1.0007,1.9469,10534
2366,11,18,P,0.7245,0.7245,1.8207,10535
2367,4,15,N,0.2876,-0.701,0.2876,10536
2367,5,15,N,0.6207,-0.339,0.6207,10537
2367,10,8,N,0.0521,-0.9642,0.0521,10538
2367,11,7,N,0.5678,-0.4867,0.5678,10539
2368,4,4,P,0.5021,0.5021,1.5496,10540
2368,9,27,P,0.4862,0.4862,1.4511,10541
2369,3,24,T-,1.7885,1.7885,2.8786,10542
2369,9,17,T+,1.8139,1.8139,2.7643,10543
2370,3,13,P,0.5534,0.5534,1.6373,10544
2370,9,6,P,0.5736,0.5736,1.5529,10545
2371,1,31,N,0.2089,-0.8019,0.2089,10546
2371,3,2,N,0.401,-0.635,0.401,10547
2371,7,28,N,0.5884,-0.4635,0.5884,10548
2371,8,27,Nb,0.0931,-0.9387,0.0931,10549
2372,1,21,P,0.5218,0.5218,1.4953,10550
2372,7,16,P,0.8887,0.8887,1.9581,10551
2373,1,10,T-,1.7343,1.7343,2.7144,10552
2373,7,5,T-,1.354,1.354,2.3928,10553
2373,12,30,P,0.6848,0.6848,1.7113,10554
2374,6,25,P,0.014,0.014,0.9989,10555
2374,12,19,N,0.3715,-0.7103,0.3715,10556
2375,5,16,P,0.3774,0.3774,1.324,10557
2375,11,9,P,0.103,0.103,1.1898,10558
2376,5,5,T+,1.6744,1.6744,2.6471,10559
2376,10,28,T-,1.4971,1.4971,2.5326,10560
2377,4,24,P,0.6307,0.6307,1.6595,10561
2377,10,17,P,0.8833,0.8833,1.8623,10562
2378,3,15,N,0.1087,-0.9871,0.1087,10563
2378,4,13,N,0.2615,-0.817,0.2615,10564
2378,9,8,N,0.384,-0.5691,0.384,10565
2378,10,7,N,0.6057,-0.3484,0.6057,10566
2379,3,4,P,0.331,0.331,1.4056,10567
2379,8,28,P,0.6792,0.6792,1.6712,10568
2380,2,21,T+,1.7144,1.7144,2.7355,10569
2380,8,17,T+,1.6209,1.6209,2.6655,10570
2381,2,9,P,0.7442,0.7442,1.7214,10571
2381,8,6,P,0.1881,0.1881,1.2594,10572
2382,1,1,N,0.2361,-0.7541,0.2361,10573
2382,1,30,N,0.52,-0.4533,0.52,10574
2382,6,26,N,0.7802,-0.2444,0.7802,10575
2382,12,21,P,0.3684,0.3684,1.4114,10576
2383,6,16,T,1.2682,1.2682,2.2398,10577
2383,12,10,T+,1.5961,1.5961,2.6881,10578
2384,6,4,T,1.1244,1.1244,2.0683,10579
2384,11,28,P,0.7626,0.7626,1.8604,10580
2385,4,26,N,0.1969,-0.7917,0.1969,10581
2385,5,25,N,0.7256,-0.234,0.7256,10582
2385,11,17,N,0.6177,-0.4366,0.6177,10583
2386,4,15,P,0.4189,0.4189,1.4663,10584
2386,10,8,P,0.4066,0.4066,1.3725,10585
2387,4,4,T-,1.7153,1.7153,2.8029,10586
2387,9,28,T+,1.7176,1.7176,2.6712,10587
2388,3,23,P,0.6163,0.6163,1.6951,10588
2388,9,17,P,0.6727,0.6727,1.6574,10589
2389,2,11,N,0.1989,-0.8078,0.1989,10590
2389,3,12,N,0.4441,-0.5863,0.4441,10591
2389,8,7,N,0.4392,-0.6162,0.4392,10592
2389,9,6,N,0.2079,-0.8294,0.2079,10593
2390,1,31,P,0.5133,0.5133,1.4853,10594
2390,7,27,P,0.7298,0.7298,1.7992,10595
2391,1,21,T-,1.7249,1.7249,2.7063,10596
2391,7,17,T-,1.5086,1.5086,2.5444,10597
2392,1,11,P,0.6889,0.6889,1.7186,10598
2392,7,5,P,0.1598,0.1598,1.141,10599
2392,12,30,N,0.3838,-0.7011,0.3838,10600
2393,5,26,P,0.2643,0.2643,1.2091,10601
2393,11,19,P,0.056,0.056,1.1439,10602
2394,5,16,T+,1.5656,1.5656,2.5384,10603
2394,11,8,T-,1.4443,1.4443,2.4796,10604
2395,5,5,P,0.7316,0.7316,1.7608,10605
2395,10,29,P,0.9474,0.9474,1.927,10606
2396,3,25,Ne,0.0434,-1.0492,0.0434,10607
2396,4,24,N,0.3549,-0.7219,0.3549,10608
2396,9,18,N,0.2825,-0.6746,0.2825,10609
2396,10,17,N,0.6783,-0.2786,0.6783,10610
2397,3,14,P,0.2891,0.2891,1.3584,10611
2397,9,8,P,0.5556,0.5556,1.5531,10612
2398,3,3,T+,1.6877,1.6877,2.7036,10613
2398,8,28,T+,1.7575,1.7575,2.8069,10614
2399,2,21,P,0.7675,0.7675,1.7416,10615
2399,8,17,P,0.3391,0.3391,1.4121,10616
2400,1,12,N,0.2247,-0.7678,0.2247,10617
2400,2,10,N,0.5313,-0.4417,0.5313,10618
2400,7,6,N,0.6409,-0.3798,0.6409,10619
2400,8,5,Nb,0.0755,-0.9722,0.0755,10620
2400,12,31,P,0.3512,0.3512,1.398,10621
2401,6,26,T,1.1387,1.1387,2.1066,10622
2401,12,21,T+,1.5711,1.5711,2.6663,10623
2402,6,16,T,1.2513,1.2513,2.1934,10624
2402,12,10,P,0.7935,0.7935,1.8923,10625
2403,5,7,N,0.0934,-0.8955,0.0934,10626
2403,6,5,N,0.8406,-0.1195,0.8406,10627
2403,11,29,N,0.6565,-0.3973,0.6565,10628
2404,4,25,P,0.3197,0.3197,1.367,10629
2404,10,19,P,0.34,0.34,1.307,10630
2405,4,14,T-,1.6262,1.6262,2.7113,10631
2405,10,8,T+,1.6341,1.6341,2.5913,10632
2406,4,3,P,0.6924,0.6924,1.7659,10633
2406,9,28,P,0.7629,0.7629,1.7532,10634
2407,2,22,N,0.1829,-0.8192,0.1829,10635
2407,3,24,N,0.4974,-0.5268,0.4974,10636
2407,8,19,N,0.2939,-0.7656,0.2939,10637
2407,9,17,N,0.3159,-0.7273,0.3159,10638
2408,2,12,P,0.5006,0.5006,1.4704,10639
2408,8,7,P,0.574,0.574,1.6438,10640
2409,1,31,T-,1.715,1.715,2.6972,10641
2409,7,27,T-,1.6613,1.6613,2.6943,10642
2410,1,21,P,0.6926,0.6926,1.725,10643
2410,7,16,P,0.305,0.305,1.2829,10644
2411,1,10,N,0.3928,-0.6946,0.3928,10645
2411,6,7,P,0.1431,0.1431,1.0866,10646
2411,7,6,Nb,0.0027,-0.9404,0.0027,10647
2411,11,30,P,0.0205,0.0205,1.1091,10648
2412,5,26,T+,1.4479,1.4479,2.4214,10649
2412,11,19,T-,1.403,1.403,2.4377,10650
2413,5,16,P,0.8419,0.8419,1.8718,10651
2413,11,8,P,0.9993,0.9993,1.9794,10652
2414,5,5,N,0.46,-0.6152,0.46,10653
2414,9,29,N,0.1902,-0.771,0.1902,10654
2414,10,29,N,0.7403,-0.2195,0.7403,10655
2415,3,25,P,0.236,0.236,1.2996,10656
2415,9,19,P,0.441,0.441,1.4444,10657
2416,3,14,T+,1.6477,1.6477,2.6579,10658
2416,9,7,T-,1.778,1.778,2.8326,10659
2417,3,3,P,0.8015,0.8015,1.7721,10660
2417,8,27,P,0.4822,0.4822,1.5573,10661
2418,1,22,N,0.2109,-0.7835,0.2109,10662
2418,2,21,N,0.5496,-0.4228,0.5496,10663
2418,7,18,N,0.502,-0.5153,0.502,10664
2418,8,16,N,0.223,-0.8236,0.223,10665
2419,1,12,P,0.3369,0.3369,1.3869,10666
2419,7,7,T,1.0032,1.0032,1.9679,10667
2420,1,1,T+,1.5539,1.5539,2.6514,10668
2420,6,26,T,1.3849,1.3849,2.3259,10669
2420,12,20,P,0.8168,0.8168,1.9159,10670
2421,6,16,P,0.0011,0.0011,0.9621,10671
2421,12,9,N,0.6857,-0.3671,0.6857,10672
2422,5,7,P,0.2103,0.2103,1.2576,10673
2422,10,30,P,0.2831,0.2831,1.2513,10674
2423,4,26,T-,1.5262,1.5262,2.6086,10675
2423,10,20,T+,1.5612,1.5612,2.5221,10676
2424,4,14,P,0.781,0.781,1.849,10677
2424,10,8,P,0.8409,0.8409,1.8371,10678
2425,3,5,N,0.159,-0.8383,0.159,10679
2425,4,3,N,0.5609,-0.4572,0.5609,10680
2425,8,29,N,0.1572,-0.9064,0.1572,10681
2425,9,28,N,0.4143,-0.6347,0.4143,10682
2426,2,22,P,0.4805,0.4805,1.4481,10683
2426,8,18,P,0.4258,0.4258,1.4963,10684
2427,2,12,T-,1.6991,1.6991,2.6817,10685
2427,8,7,T-,1.8096,1.8096,2.8405,10686
2428,2,1,P,0.6999,0.6999,1.7344,10687
2428,7,27,P,0.4474,0.4474,1.4228,10688
2429,1,20,N,0.4038,-0.6854,0.4038,10689
2429,6,17,P,0.0164,0.0164,0.9591,10690
2429,7,16,N,0.1337,-0.8085,0.1337,10691
2429,12,11,Nx,1.0853,-0.0033,1.0853,10692
2430,6,7,T,1.3201,1.3201,2.2946,10693
2430,11,30,T-,1.3735,1.3735,2.4076,10694
2431,5,27,P,0.9651,0.9651,1.9959,10695
2431,11,19,T,1.0394,1.0394,2.02,10696
2432,5,15,N,0.5802,-0.4934,0.5802,10697
2432,10,10,N,0.1097,-0.856,0.1097,10698
2432,11,8,N,0.7899,-0.173,0.7899,10699
2433,4,5,P,0.1723,0.1723,1.23,10700
2433,9,29,P,0.3352,0.3352,1.3446,10701
2434,3,25,T+,1.5998,1.5998,2.6043,10702
2434,9,18,T-,1.6538,1.6538,2.7137,10703
2435,3,14,P,0.8434,0.8434,1.8103,10704
2435,9,7,P,0.6186,0.6186,1.6959,10705
2436,2,3,N,0.1947,-0.801,0.1947,10706
2436,3,3,N,0.5745,-0.3972,0.5745,10707
2436,7,28,N,0.3678,-0.6466,0.3678,10708
2436,8,27,N,0.3624,-0.6832,0.3624,10709
2437,1,22,P,0.3201,0.3201,1.3726,10710
2437,7,18,P,0.8708,0.8708,1.8329,10711
2438,1,11,T+,1.5366,1.5366,2.6358,10712
2438,7,7,T+,1.5199,1.5199,2.4604,10713
2438,12,31,P,0.8365,0.8365,1.9352,10714
2439,6,27,P,0.1276,0.1276,1.0901,10715
2439,12,20,N,0.7079,-0.3434,0.7079,10716
2440,5,17,P,0.0862,0.0862,1.1339,10717
2440,11,9,P,0.2392,0.2392,1.2086,10718
2441,5,6,T-,1.4123,1.4123,2.4921,10719
2441,10,30,T+,1.4997,1.4997,2.4645,10720
2442,4,25,P,0.8825,0.8825,1.9449,10721
2442,10,20,P,0.9079,0.9079,1.9101,10722
2443,3,16,N,0.1241,-0.868,0.1241,10723
2443,4,14,N,0.6385,-0.3734,0.6385,10724
2443,9,9,Ne,0.0281,-1.0399,0.0281,10725
2443,10,9,N,0.5027,-0.5525,0.5027,10726
2444,3,4,P,0.4526,0.4526,1.4175,10727
2444,8,28,P,0.2857,0.2857,1.3572,10728
2445,2,22,T-,1.6771,1.6771,2.6598,10729
2445,8,17,T+,1.7366,1.7366,2.7658,10730
2446,2,12,P,0.7106,0.7106,1.7467,10731
2446,8,7,P,0.5875,0.5875,1.5609,10732
2447,2,1,N,0.4148,-0.6754,0.4148,10733
2447,6,28,N,0.8279,-0.1147,0.8279,10734
2447,7,28,N,0.2645,-0.6775,0.2645,10735
2447,12,22,Nx,1.0673,-0.0207,1.0673,10736
2448,6,17,T,1.1854,1.1854,2.1615,10737
2448,12,10,T-,1.3524,1.3524,2.3852,10738
2449,6,6,T,1.0956,1.0956,2.1278,10739
2449,11,30,T,1.0721,1.0721,2.0529,10740
2450,5,26,N,0.7097,-0.3626,0.7097,10741
2450,10,21,N,0.0391,-0.9312,0.0391,10742
2450,11,19,N,0.8297,-0.136,0.8297,10743
2451,4,16,P,0.0945,0.0945,1.1462,10744
2451,10,11,P,0.2413,0.2413,1.257,10745
2452,4,4,T+,1.538,1.538,2.5366,10746
