year,month,day,type,magnitude,max_lat,max_lon,gamma,cat_num
-1817,3,13,T,1.0421,-47.2,141.1,-0.6407,447
-1817,9,6,A,0.9279,55.6,23.3,0.7087,448
-1816,2,1,P,0.5345,68.1,-5.6,1.252,449
-1816,3,2,P,0.3861,-70.4,14.3,-1.3292,450
-1816,7,27,P,0.1141,-67.1,-119.6,-1.4927,451
-1816,8,25,P,0.2724,69.8,153.6,1.405,452
-1815,1,21,H,1.0048,13.2,157.8,0.5875,453
-1815,7,16,T,1.0151,-19.6,129.8,-0.6856,454
-1814,1,10,A,0.9506,-31.3,43.0,-0.1287,455
-1814,7,6,T,1.0682,28.5,-90.0,0.0796,456
-1814,12,30,A,0.9146,-78.8,-6.8,-0.8414,457
-1813,6,25,T,1.0656,74.1,-23.1,0.8105,458
-1813,11,20,P,0.167,61.9,-19.9,1.4632,459
-1813,12,19,P,0.1196,-63.9,-116.5,-1.4956,460
-1812,5,16,P,0.9429,-61.5,-6.4,-1.0261,461
-1812,11,8,H,1.0094,28.8,161.2,0.716,462
-1811,5,5,A,0.9592,-3.4,-141.1,-0.2735,463
-1811,10,29,T,1.0464,-6.8,-79.3,0.0298,464
-1810,4,24,A,0.9495,32.5,-174.3,0.4952,465
-1810,10,18,T,1.0251,-38.4,25.5,-0.6476,466
-1809,3,15,P,0.1261,-61.0,74.9,-1.4765,467
-1809,4,13,P,0.5684,60.5,60.1,1.232,468
-1809,9,8,P,0.1367,61.2,-145.6,1.4811,469
-1809,10,8,P,0.2862,-60.6,148.5,-1.3919,470
-1808,3,3,T,1.0506,-49.8,159.7,-0.6876,471
-1808,8,27,A,0.9244,60.9,123.0,0.811,472
-1807,2,21,Tm,1.0654,-14.4,-116.8,0.0323,473
-1807,8,16,A,0.9481,23.6,80.3,0.0854,474
-1806,2,10,T,1.0204,28.3,-2.6,0.7659,475
-1806,8,6,A,0.9971,-17.9,-21.3,-0.6514,476
-1805,1,1,P,0.3415,-65.8,-81.6,-1.3642,477
-1805,1,31,Pb,0.0081,63.3,-167.9,1.5526,478
-1805,6,27,P,0.6227,66.7,86.3,1.2069,479
-1805,7,26,P,0.3747,-64.1,124.7,-1.3363,480
-1805,12,21,A,0.9159,-67.8,111.9,-0.7005,481
-1804,6,15,T,1.0643,51.4,6.6,0.4884,482
-1804,12,9,A,0.9487,-21.3,98.2,0.0015,483
-1803,6,5,T,1.0171,4.0,165.2,-0.2775,484
-1803,11,29,A,0.9979,24.4,-13.2,0.6885,485
-1802,5,25,P,0.8083,-69.5,93.0,-1.0933,486
-1802,10,20,P,0.3213,-71.4,-171.9,-1.3649,487
-1802,11,18,P,0.411,69.9,171.6,1.3175,488
-1801,4,15,A,0.9447,70.3,-160.1,0.976,489
-1801,10,9,H3,1.0119,-44.5,52.0,-0.7313,490
-1800,4,3,A,0.9997,8.7,-173.4,0.1778,491
-1800,9,28,A,0.9644,2.0,-74.3,-0.0402,492
-1799,3,23,T,1.0485,-38.9,22.6,-0.5805,493
-1799,9,17,A,0.9244,49.3,-93.2,0.6823,494
-1798,2,12,P,0.4675,69.1,-141.8,1.2872,495
-1798,3,13,P,0.4828,-71.0,-118.3,-1.2789,496
-1798,8,7,Pe,0.0313,-68.1,119.6,-1.5404,497
-1798,9,6,P,0.3331,70.6,27.6,1.3692,498
-1797,2,1,H,1.0043,17.0,32.9,0.617,499
-1797,7,27,T,1.0147,-25.0,12.9,-0.7391,500
-1796,1,22,A,0.9509,-29.0,-73.7,-0.1047,501
-1796,7,16,T,1.0673,25.0,154.7,0.0193,502
-1795,1,10,A,0.9173,-79.0,-98.4,-0.8213,503
-1795,7,6,T,1.0633,71.5,-117.7,0.7465,504
-1795,11,30,P,0.1709,62.6,-156.4,1.4602,505
-1795,12,30,P,0.1432,-64.9,112.3,-1.4807,506
-1794,5,27,P,0.7897,-62.1,-119.5,-1.1099,507
-1794,6,25,Pb,0.0144,64.4,-115.8,1.5328,508
-1794,11,19,H2,1.012,26.0,25.7,0.7137,509
-1793,5,16,A,0.9571,-5.0,122.5,-0.3627,510
-1793,11,9,Tm,1.0461,-11.0,145.2,0.0296,511
-1792,5,4,A,0.9522,31.8,92.1,0.4057,512
-1792,10,29,T,1.0216,-42.9,-108.8,-0.6471,513
-1791,3,25,Pe,0.0211,-60.8,-44.4,-1.5327,514
-1791,4,23,P,0.7149,60.7,-51.7,1.1501,515
-1791,9,19,P,0.0925,60.8,86.8,1.5081,516
-1791,10,18,P,0.2908,-60.7,12.8,-1.3898,517
-1790,3,14,T,1.0548,-48.7,45.1,-0.7405,518
-1790,9,8,A,0.9202,58.7,14.4,0.8463,519
-1789,3,4,T,1.0677,-13.2,122.9,-0.0146,520
-1789,8,28,A,0.947,22.6,-30.3,0.1279,521
-1788,2,22,T,1.0213,27.2,-124.2,0.728,522
-1788,8,16,A,0.998,-16.2,-138.8,-0.6041,523
-1787,1,12,P,0.3057,-64.8,149.4,-1.3854,524
-1787,2,10,P,0.0626,62.5,66.9,1.5213,525
-1787,7,7,P,0.5034,65.7,-39.9,1.2685,526
-1787,8,5,P,0.4718,-63.2,-4.3,-1.2853,527
-1787,12,31,A,0.9183,-69.5,4.2,-0.7145,528
-1786,6,27,T,1.0592,57.5,-102.8,0.5578,529
-1786,12,21,Am,0.9529,-23.5,-25.0,-0.0054,530
-1785,6,16,H,1.0124,10.4,57.1,-0.203,531
-1785,12,10,H,1.0019,22.0,-146.8,0.6857,532
-1784,10,30,P,0.3184,-71.0,39.7,-1.3666,534
-1784,11,28,P,0.4116,69.0,24.2,1.3172,535
-1783,4,25,P,0.8684,71.3,51.5,1.0571,536
-1783,10,20,H,1.0075,-49.4,-81.1,-0.737,537
-1782,4,14,H,1.0049,17.1,77.8,0.2512,538
-1782,10,9,A,0.9593,-3.1,160.8,-0.0506,539
-1781,4,4,T,1.0545,-30.4,-94.7,-0.5149,540
-1781,9,28,A,0.9211,43.4,148.1,0.6625,541
-1780,2,23,P,0.3875,69.9,83.4,1.3291,542
-1780,3,23,P,0.5913,-71.4,110.5,-1.2229,543
-1780,9,16,P,0.3814,71.2,-101.6,1.3406,544
-1779,2,12,H,1.0038,22.0,-90.0,0.6544,545
-1779,8,7,T,1.0139,-30.8,-107.0,-0.7859,546
-1778,2,1,A,0.9516,-25.4,171.3,-0.0733,547
-1778,7,27,T,1.0658,20.8,37.0,-0.0353,548
-1777,1,21,A,0.9205,-75.8,166.7,-0.7951,549
-1777,7,17,T,1.0601,67.3,139.2,0.6876,550
-1777,12,11,P,0.1729,63.4,66.9,1.4583,551
-1776,1,10,P,0.1738,-66.0,-18.2,-1.4616,552
-1776,6,6,P,0.6385,-62.8,127.4,-1.1934,553
-1776,7,6,P,0.1295,65.3,124.2,1.4717,554
-1776,11,30,T,1.0151,23.7,-110.0,0.7115,555
-1775,5,26,A,0.9546,-7.5,26.2,-0.4519,556
-1775,11,19,T,1.0462,-14.7,10.0,0.0296,557
-1774,5,15,A,0.9543,31.0,-1.7,0.3163,558
-1774,11,9,T,1.0186,-47.5,117.2,-0.6486,559
-1773,5,5,P,0.8642,61.0,-163.7,1.0674,560
-1773,9,30,P,0.058,60.6,-42.1,1.5296,561
-1773,10,30,P,0.2907,-61.0,-123.4,-1.3904,562
-1772,3,25,T,1.0583,-48.3,-68.3,-0.7985,563
-1772,9,18,A,0.9165,56.3,-98.7,0.8744,564
-1771,3,14,T,1.0696,-12.1,5.0,-0.0696,565
-1771,9,7,A,0.9462,20.5,-144.5,0.161,566
-1770,3,4,T,1.022,26.4,117.6,0.6815,567
-1770,8,27,A,0.9986,-16.0,100.9,-0.5657,568
-1769,1,23,P,0.2567,-63.8,23.4,-1.4143,569
-1769,2,21,P,0.1318,61.8,-55.2,1.4816,570
-1769,7,18,P,0.3955,64.7,-167.4,1.3244,571
-1769,8,17,P,0.5539,-62.4,-135.5,-1.242,572
-1768,1,12,A,0.9212,-69.8,-100.6,-0.7337,573
-1768,7,7,T,1.0535,62.5,150.3,0.6244,574
-1768,12,31,A,0.9578,-24.9,-147.1,-0.0155,575
-1767,6,27,Hm,1.007,16.0,-50.3,-0.1298,576
-1767,12,20,H,1.0065,20.0,80.3,0.6801,577
-1766,6,16,A,0.9509,-46.9,-133.4,-0.9312,578
-1766,11,10,P,0.3191,-70.4,-109.0,-1.3664,579
-1766,12,10,P,0.4144,68.0,-122.3,1.3157,580
-1765,5,6,P,0.7279,70.8,-60.2,1.1387,581
-1765,10,31,H,1.0034,-54.1,146.0,-0.74,582
-1764,4,25,H,1.0096,25.6,-30.8,0.3262,583
-1764,10,19,A,0.9548,-8.0,35.2,-0.0567,584
-1763,4,14,T,1.0598,-21.9,149.1,-0.4451,585
-1763,10,8,A,0.9183,38.1,27.5,0.6488,586
-1762,3,5,P,0.2947,70.6,-49.7,1.3777,587
-1762,4,4,P,0.7087,-71.6,-19.5,-1.1623,588
-1762,9,27,P,0.4185,71.6,126.6,1.3186,589
-1761,2,23,H,1.0028,28.1,149.0,0.6992,590
-1761,8,18,T,1.013,-36.6,129.7,-0.8246,591
-1760,2,12,A,0.9523,-20.5,58.2,-0.0336,592
-1760,8,7,Tm,1.0638,16.3,-83.4,-0.0834,593
-1759,1,31,A,0.9242,-70.3,63.6,-0.7606,594
-1759,7,27,T,1.0561,62.3,29.0,0.6349,595
-1759,12,22,P,0.1673,64.3,-68.9,1.4605,596
-1758,1,20,P,0.2181,-67.1,-146.9,-1.4347,597
-1758,6,18,P,0.4936,-63.6,13.8,-1.274,598
-1758,7,17,P,0.2332,66.2,2.5,1.4162,599
-1758,12,11,T,1.0187,22.2,114.8,0.7109,600
-1757,6,7,A,0.9515,-11.0,-70.7,-0.5404,601
-1757,12,1,T,1.0468,-17.8,-124.9,0.0292,602
-1756,5,26,A,0.956,29.7,-95.3,0.2263,603
-1756,11,19,T,1.0162,-52.1,-16.4,-0.6516,604
-1755,5,15,A,0.9858,65.4,105.4,0.9819,605
-1755,10,10,P,0.0345,60.5,-172.8,1.5447,606
-1755,11,9,P,0.2852,-61.4,99.5,-1.394,607
-1754,4,5,T,1.0607,-49.1,-179.8,-0.8613,608
-1754,9,29,A,0.9133,54.1,144.1,0.8956,609
-1753,3,26,T,1.0709,-10.9,-111.5,-0.1289,610
-1753,9,18,A,0.9456,17.6,98.4,0.1868,611
-1752,3,14,T,1.0224,26.0,2.0,0.629,612
-1752,9,6,A,0.9991,-17.0,-21.6,-0.5338,613
-1751,2,2,P,0.1966,-62.9,-100.1,-1.4497,614
-1751,3,4,P,0.2136,61.3,-174.7,1.4347,615
-1751,7,29,P,0.2987,63.8,63.6,1.3749,616
-1751,8,27,P,0.6232,-61.8,91.3,-1.2053,617
-1750,1,22,A,0.9243,-69.1,156.6,-0.7609,618
-1750,7,18,T,1.0472,65.9,44.9,0.685,619
-1749,1,11,A,0.9631,-25.7,92.6,-0.0323,620
-1749,7,8,H,1.0013,20.5,-158.0,-0.0609,621
-1748,1,1,H,1.0117,18.2,-51.2,0.6695,622
-1748,6,26,A,0.9496,-35.5,121.5,-0.8533,623
-1748,11,21,P,0.3196,-69.6,102.9,-1.3662,624
-1748,12,20,P,0.4242,66.9,93.0,1.3104,625
-1747,5,17,P,0.5842,70.1,-170.9,1.2218,626
-1747,11,10,H,1.0001,-58.7,13.8,-0.7406,627
-1746,5,6,H,1.0136,34.2,-138.8,0.4033,628
-1746,10,31,A,0.951,-12.5,-91.0,-0.0594,629
-1745,4,25,T,1.0644,-13.6,33.8,-0.3724,630
-1745,10,20,A,0.916,33.2,-94.8,0.6405,631
-1744,3,16,P,0.1887,71.2,178.9,1.4332,632
-1744,4,14,P,0.8368,-71.5,-147.9,-1.0965,633
-1744,10,8,P,0.4443,71.7,-7.8,1.3033,634
-1743,3,5,H,1.0016,35.4,29.4,0.7516,635
-1743,8,28,T,1.012,-42.3,3.2,-0.8559,636
-1742,2,23,A,0.9531,-14.6,-53.0,0.0142,637
-1742,8,18,T,1.0614,11.4,153.6,-0.1242,638
-1741,2,12,A,0.9282,-63.6,-43.9,-0.7199,639
-1741,8,8,T,1.0516,56.7,-86.0,0.5875,640
-1740,1,2,P,0.1558,65.3,155.7,1.466,641
-1740,2,1,P,0.2717,-68.1,85.2,-1.4026,642
-1740,6,28,P,0.356,-64.5,-100.6,-1.3513,643
-1740,7,27,P,0.3273,67.2,-120.9,1.3653,644
-1740,12,22,T,1.0228,21.7,-19.3,0.7143,645
-1739,6,17,A,0.948,-15.5,-168.7,-0.6264,646
-1739,12,11,T,1.0479,-20.1,101.4,0.0317,647
-1738,6,6,A,0.9572,27.9,169.6,0.1392,648
-1738,12,1,T,1.0142,-56.4,-147.5,-0.6526,649
-1737,5,26,A,0.9933,68.0,33.4,0.8985,650
-1737,10,22,P,0.0182,60.7,55.5,1.5554,651
-1737,11,20,P,0.2791,-61.9,-37.6,-1.3979,652
-1736,4,15,T,1.0617,-52.0,72.2,-0.9288,653
-1736,10,10,A,0.9108,52.1,23.5,0.9103,654
-1735,4,5,T,1.0715,-9.9,134.0,-0.195,655
-1735,9,29,A,0.9454,14.1,-21.8,0.2048,656
-1734,3,26,T,1.0223,25.9,-110.3,0.5685,657
-1734,9,18,A,0.9995,-19.1,-146.9,-0.5105,658
-1733,2,13,P,0.1221,-62.2,139.4,-1.4933,659
-1733,3,15,P,0.3097,60.9,68.6,1.3796,660
-1733,8,9,P,0.2127,63.0,-66.8,1.42,661
-1733,9,7,P,0.68,-61.2,-43.7,-1.1752,662
-1732,2,2,A,0.9278,-67.6,54.0,-0.7944,663
-1732,7,29,T,1.0404,67.3,-59.6,0.7411,664
-1731,1,22,A,0.969,-25.9,-26.0,-0.0552,665
-1731,7,18,A,0.9951,23.9,94.2,0.0039,666
-1730,1,11,T,1.0173,16.8,178.8,0.6541,667
-1730,7,7,A,0.9472,-27.3,17.4,-0.7792,668
-1730,12,2,P,0.3181,-68.7,-44.3,-1.367,669
-1729,1,1,P,0.4405,65.9,-50.1,1.3017,670
-1729,5,28,P,0.4438,69.3,78.1,1.3024,671
-1729,6,26,Pb,0.0649,-66.7,13.9,-1.5245,672
-1729,11,22,A,0.9973,-63.0,-116.5,-0.7405,673
-1728,5,16,T,1.017,42.8,113.6,0.4811,674
-1728,11,10,A,0.9478,-16.6,142.8,-0.06,675
-1727,5,6,T,1.0681,-5.4,-80.7,-0.2975,676
-1727,10,30,A,0.9144,28.9,142.0,0.635,677
-1726,3,27,Pe,0.0722,71.5,49.0,1.4941,678
-1726,4,25,P,0.9698,-71.2,84.6,-1.0281,679
-1726,10,19,P,0.4624,71.6,-144.0,1.2925,680
-1725,3,17,A,0.9997,43.9,-89.3,0.8105,681
-1725,9,9,T,1.0111,-47.8,-126.2,-0.8805,682
-1724,3,5,A,0.9538,-7.9,-162.3,0.0698,683
-1724,8,28,T,1.0589,6.3,28.0,-0.1577,684
-1723,2,22,A,0.9324,-56.1,-151.7,-0.6693,685
-1723,8,18,T,1.0467,51.0,154.6,0.548,686
-1722,1,12,P,0.133,66.3,21.7,1.4777,687
-1722,2,11,P,0.3405,-69.1,-40.9,-1.3621,688
-1722,7,9,P,0.2284,-65.5,143.5,-1.4238,689
-1722,8,8,P,0.4084,68.2,113.3,1.321,690
-1721,1,2,T,1.0271,22.3,-152.2,0.7224,691
-1721,6,28,A,0.944,-21.1,91.6,-0.7083,692
-1721,12,23,T,1.0494,-21.3,-31.3,0.0364,693
-1720,6,16,A,0.9579,25.3,73.7,0.0531,694
-1720,12,11,H3,1.0129,-60.1,83.5,-0.6533,695
-1719,6,5,A,0.9985,67.9,-50.6,0.8156,696
-1719,11,1,Pe,0.008,61.0,-77.3,1.5624,697
-1719,12,1,P,0.2734,-62.6,-174.4,-1.4014,698
-1718,5,26,Pb,0.0319,62.2,37.2,1.5157,700
-1718,10,21,A,0.9091,50.2,-100.1,0.9195,701
-1717,4,16,T,1.0714,-9.3,20.5,-0.2642,702
-1717,10,10,A,0.9456,10.2,-144.0,0.2176,703
-1716,4,5,T,1.0218,26.2,139.4,0.5035,704
-1716,9,28,H,1.0002,-22.0,85.8,-0.4927,705
-1715,2,24,Pe,0.034,-61.6,21.9,-1.5449,706
-1715,3,25,P,0.4188,60.7,-45.6,1.3171,707
-1715,8,19,P,0.1402,62.3,160.9,1.4584,708
-1715,9,18,P,0.7235,-60.8,179.2,-1.1521,709
-1714,2,13,A,0.9311,-65.8,-47.3,-0.8361,710
-1714,8,9,T,1.0335,66.8,-166.8,0.7902,711
-1713,2,2,A,0.975,-25.6,-142.5,-0.0858,712
-1713,7,30,A,0.9888,26.0,-14.9,0.062,713
-1712,1,22,T,1.0233,15.7,50.9,0.6319,714
-1712,7,18,A,0.9441,-21.2,-87.0,-0.7099,715
-1712,12,13,P,0.3119,-67.6,169.8,-1.3704,716
-1711,1,11,P,0.4674,64.8,169.1,1.2875,717
-1711,6,7,P,0.3056,68.4,-33.0,1.3815,718
-1711,7,7,P,0.1959,-65.7,-96.7,-1.4482,719
-1711,12,2,A,0.9951,-67.0,116.2,-0.7421,720
-1710,5,27,T,1.0196,51.3,6.4,0.558,721
-1710,11,21,A,0.9453,-20.3,16.8,-0.0598,722
-1709,5,17,T,1.0711,2.5,165.4,-0.2214,723
-1709,11,10,A,0.9133,25.1,18.0,0.6325,724
-1708,5,6,T,1.0657,-58.2,-66.9,-0.9564,725
-1708,10,29,P,0.4725,71.2,78.5,1.2865,726
-1707,3,27,A,0.997,53.7,151.4,0.8766,727
-1707,9,19,T,1.0105,-52.9,101.4,-0.8974,728
-1706,3,16,A,0.9544,-0.5,90.1,0.1323,729
-1706,9,9,T,1.0563,1.1,-99.8,-0.1846,730
-1705,3,5,A,0.9367,-48.0,100.7,-0.6127,731
-1705,8,29,T,1.0416,45.2,32.0,0.515,732
-1704,1,24,P,0.1007,67.4,-111.5,1.4945,733
-1704,2,22,P,0.4213,-70.0,-165.9,-1.3152,734
-1704,7,19,P,0.1103,-66.5,26.2,-1.4918,735
-1704,8,18,P,0.4782,69.2,-14.5,1.2823,736
-1703,1,12,T,1.0318,23.9,76.3,0.7358,737
-1703,7,8,A,0.9397,-27.8,-10.3,-0.785,738
-1702,1,2,T,1.0512,-21.3,-162.1,0.0469,739
-1702,6,28,A,0.9582,22.1,-24.7,-0.027,740
-1702,12,23,H,1.012,-62.7,-41.6,-0.6502,741
-1701,6,17,H,1.0025,66.4,-140.2,0.736,742
-1701,12,12,P,0.272,-63.5,49.6,-1.4024,743
-1700,5,7,P,0.8874,-61.3,-135.2,-1.0709,744
-1700,6,5,P,0.1769,62.9,-83.1,1.4394,745
-1700,10,31,A,0.9081,48.5,134.6,0.9254,746
-1699,4,27,T,1.0703,-9.3,-91.3,-0.3386,747
-1699,10,20,Am,0.9464,6.1,91.4,0.2245,748
-1698,4,16,T,1.0206,26.5,31.6,0.4325,749
-1698,10,10,H,1.0011,-25.6,-43.4,-0.4809,750
-1697,4,6,P,0.5389,60.6,-157.5,1.2482,751
-1697,8,31,P,0.0804,61.7,26.8,1.4904,752
-1697,9,29,P,0.7547,-60.6,40.3,-1.1353,753
-1696,2,24,A,0.9344,-64.1,-146.6,-0.885,754
-1696,8,19,T,1.0263,65.1,81.8,0.8335,755
-1695,2,12,A,0.9814,-24.9,102.6,-0.1229,756
-1695,8,9,A,0.9822,26.8,-125.3,0.1143,757
-1694,2,2,T,1.0296,14.8,-75.0,0.6032,758
-1694,7,29,A,0.9407,-16.9,167.5,-0.6466,759
-1694,12,24,P,0.2997,-66.6,25.5,-1.3768,760
-1693,1,22,P,0.5034,63.9,30.1,1.2686,761
-1693,6,18,P,0.1734,67.4,-144.8,1.457,762
-1693,7,18,P,0.3192,-64.7,151.5,-1.3762,763
-1693,12,13,A,0.9933,-70.3,-6.8,-0.7455,764
-1692,6,7,T,1.0216,59.6,-100.2,0.6331,765
-1692,12,2,A,0.9435,-23.4,-107.9,-0.0611,766
-1691,5,27,T,1.0731,9.8,51.8,-0.1459,767
-1691,11,21,A,0.9131,21.7,-105.9,0.6297,768
-1690,5,17,T,1.0681,-45.7,167.5,-0.8849,769
-1690,11,10,P,0.4809,70.6,-59.0,1.2815,770
-1689,4,7,A,0.9929,65.1,24.3,0.9476,771
-1689,9,30,T,1.0102,-57.6,-33.2,-0.9084,772
-1688,3,26,A,0.9547,7.6,-15.2,0.2032,773
-1688,9,19,T,1.0537,-4.1,130.1,-0.2045,774
-1687,3,16,A,0.941,-39.5,-5.1,-0.547,775
-1687,9,9,T,1.0364,39.5,-93.5,0.4896,776
-1686,2,3,Pe,0.0538,68.4,117.1,1.5192,777
-1686,3,5,P,0.5183,-70.7,70.8,-1.2597,778
-1686,7,31,Pe,0.006,-67.6,-93.2,-1.5528,779
-1686,8,29,P,0.5337,70.1,-145.0,1.2512,780
-1685,1,24,T,1.0365,26.8,-54.0,0.7549,781
-1685,7,20,A,0.9349,-35.8,-114.7,-0.8568,782
-1684,1,13,T,1.0533,-20.2,68.2,0.0613,783
-1684,7,8,Am,0.958,18.1,-125.2,-0.1029,784
-1683,1,2,H,1.0116,-63.7,-163.3,-0.6429,785
-1683,6,27,H,1.0056,63.7,125.6,0.6596,786
-1683,12,22,P,0.2754,-64.4,-85.5,-1.4005,787
-1682,5,18,P,0.7472,-61.8,103.4,-1.1432,788
-1682,6,17,P,0.3177,63.7,155.4,1.3656,789
-1682,11,12,A,0.9078,47.1,8.3,0.9295,790
-1681,5,8,T,1.0685,-10.0,157.0,-0.4138,791
-1681,11,1,A,0.9477,2.2,-34.3,0.2281,792
-1680,4,27,T,1.0188,26.7,-74.2,0.3575,793
-1680,10,20,H,1.0023,-29.7,-174.1,-0.4736,794
-1679,4,16,P,0.6681,60.6,92.4,1.174,795
-1679,9,10,Pe,0.0331,61.2,-109.2,1.516,796
-1679,10,9,P,0.7763,-60.6,-100.2,-1.1237,797
-1678,3,6,A,0.9369,-63.1,119.2,-0.9415,798
-1678,8,31,T,1.0192,62.7,-35.2,0.869,799
-1677,2,24,A,0.9877,-23.8,-10.5,-0.1674,800
-1677,8,20,A,0.9757,26.3,122.6,0.1598,801
-1676,2,13,T,1.0361,14.3,161.5,0.5673,802
-1676,8,8,A,0.9371,-14.1,60.5,-0.59,803
-1675,1,3,P,0.2764,-65.5,-116.5,-1.3891,804
-1675,2,2,P,0.5548,63.0,-106.1,1.2417,805
-1675,6,29,Pe,0.0493,66.4,102.4,1.5277,806
-1675,7,28,P,0.4301,-63.7,37.5,-1.3114,807
-1675,12,24,A,0.992,-72.6,-124.5,-0.7531,808
-1674,6,18,T,1.0227,67.4,155.1,0.7047,809
-1674,12,13,A,0.9423,-25.9,128.7,-0.065,810
-1673,6,8,T,1.0742,16.6,-61.6,-0.0714,811
-1673,12,2,A,0.9135,18.9,130.1,0.6274,812
-1672,5,27,T,1.0687,-35.5,48.6,-0.8111,813
-1672,11,20,P,0.4852,69.7,163.1,1.2789,814
-1671,4,18,P,0.9436,71.6,-143.4,1.0243,815
-1671,10,11,T,1.0104,-61.8,-169.6,-0.914,816
-1670,4,7,A,0.9546,16.1,-119.0,0.2792,817
-1670,9,30,T,1.0513,-9.2,-1.7,-0.2186,818
-1669,3,27,A,0.9451,-30.8,-109.9,-0.4766,819
-1669,9,20,T,1.0313,33.9,138.9,0.4697,820
-1668,3,15,P,0.6254,-71.3,-51.7,-1.1992,821
-1668,9,9,P,0.5771,70.8,82.3,1.2266,822
-1667,2,3,T,1.0412,30.8,177.4,0.7813,823
-1667,7,30,A,0.9297,-45.2,137.0,-0.9208,824
-1666,1,24,T,1.0554,-17.7,-59.6,0.0825,825
-1666,7,19,A,0.9577,13.7,131.3,-0.1715,826
-1665,1,13,H,1.0115,-62.8,77.6,-0.6296,827
-1665,7,8,H,1.0079,60.0,25.9,0.5893,828
-1664,1,3,P,0.2881,-65.4,141.0,-1.3932,829
-1664,5,29,P,0.6052,-62.4,-18.0,-1.2163,830
-1664,6,27,P,0.4538,64.6,32.7,1.2944,831
-1664,11,22,A,0.9083,46.1,-118.5,0.9323,832
-1663,5,18,T,1.0656,-11.5,46.1,-0.4912,833
-1663,11,11,A,0.9497,-1.6,-161.0,0.229,834
-1662,5,8,H3,1.0162,26.7,-178.6,0.2795,835
-1662,10,31,H,1.004,-34.1,54.1,-0.471,836
-1661,4,27,P,0.8056,60.8,-16.0,1.0949,837
-1661,10,21,P,0.7887,-60.7,117.9,-1.117,838
-1660,9,10,T,1.0123,60.3,-156.8,0.898,840
-1659,3,6,A,0.9941,-22.6,-121.8,-0.2191,841
-1659,8,30,A,0.9694,24.8,8.1,0.198,842
-1658,2,23,T,1.0425,14.1,40.0,0.525,843
-1658,8,20,A,0.9334,-12.8,-48.1,-0.5401,844
-1657,1,15,P,0.2443,-64.5,103.4,-1.4062,845
-1657,2,13,P,0.6162,62.3,119.5,1.2097,846
-1657,8,9,P,0.5298,-62.9,-78.5,-1.253,847
-1656,1,4,A,0.9909,-73.4,122.3,-0.7653,848
-1656,6,28,T,1.0231,74.4,55.8,0.7729,849
-1656,12,23,A,0.9417,-27.8,7.1,-0.0731,850
-1655,6,18,T,1.0745,22.6,-175.0,0.0,851
-1655,12,12,A,0.9147,16.4,7.5,0.6207,852
-1654,6,8,T,1.0678,-26.9,-68.6,-0.7398,853
-1654,12,1,P,0.4928,68.8,26.2,1.2745,854
-1653,4,29,P,0.7984,71.2,97.9,1.1044,855
-1653,5,28,Pb,0.0073,-69.1,94.5,-1.5359,856
-1653,10,22,T,1.0111,-65.9,53.0,-0.9157,857
-1652,4,17,A,0.9542,25.1,138.9,0.3613,858
-1652,10,11,T,1.0492,-14.2,-134.9,-0.2268,859
-1651,4,6,A,0.949,-21.9,147.3,-0.3984,860
-1651,9,30,T,1.0264,28.6,9.0,0.4574,861
-1650,3,26,P,0.7457,-71.6,-172.9,-1.1319,862
-1650,9,20,P,0.6083,71.3,-52.8,1.2085,863
-1649,2,14,T,1.0456,36.1,49.8,0.8141,864
-1649,8,10,As,0.9237,-57.8,22.8,-0.9777,865
-1648,2,4,T,1.0577,-14.1,173.9,0.1102,866
-1648,7,29,A,0.957,8.7,25.2,-0.2343,867
-1647,1,24,H,1.0117,-60.1,-41.1,-0.6104,868
-1647,7,19,H,1.0096,55.3,-78.7,0.5243,869
-1646,1,13,P,0.3109,-66.4,9.1,-1.38,870
-1646,6,9,P,0.4678,-63.1,-140.3,-1.2869,871
-1646,7,8,P,0.5802,65.5,-92.0,1.2284,872
-1646,12,3,A,0.9095,45.6,114.7,0.9353,873
-1645,5,30,T,1.0619,-14.0,-65.1,-0.5683,874
-1645,11,22,A,0.9523,-4.9,72.0,0.2292,875
-1644,5,18,H,1.0131,26.3,78.1,0.2002,876
-1644,11,11,H,1.0062,-38.5,-77.6,-0.4694,877
-1643,5,7,P,0.9483,61.2,-123.4,1.0124,878
-1643,10,31,P,0.7952,-61.0,-25.0,-1.1135,879
-1642,3,28,P,0.8423,-60.5,-63.6,-1.0719,880
-1642,9,21,H,1.0057,58.1,77.9,0.9211,881
-1641,3,17,H,1.0002,-21.5,128.4,-0.2772,882
-1641,9,11,A,0.9633,22.4,-108.8,0.229,883
-1640,3,6,T,1.0488,14.2,-78.8,0.4746,884
-1640,8,30,A,0.9298,-12.9,-159.0,-0.4982,885
-1639,1,25,P,0.1979,-63.6,-33.9,-1.4306,886
-1639,2,23,P,0.6937,61.6,-12.0,1.1695,887
-1639,8,19,P,0.6154,-62.1,163.1,-1.2026,888
-1638,1,14,A,0.9901,-72.8,11.7,-0.7844,889
-1638,7,10,T,1.0227,79.4,-30.3,0.8355,890
-1637,1,4,A,0.9417,-28.9,-112.6,-0.0858,891
-1637,6,29,Tm,1.074,27.7,71.7,0.0694,892
-1637,12,24,A,0.9165,14.4,-114.4,0.6119,893
-1636,6,18,T,1.0659,-19.5,175.4,-0.6688,894
